Category,Team/All_Teams,Place,Record,Year,Team
Rushing Yards,17,16,1210,2047,17
Rushing Yards,17,17,1200,2045,17
Rushing Yards,17,18,1196,2023,17
Rushing Yards,17,19,1188,2035,17
Rushing Yards,17,20,1181,2041,17
Rushing Yards,17,21,1175,2025,17
Rushing Yards,17,22,1164,2022,17
Rushing Yards,17,23,1164,2031,17
Rushing Yards,17,24,1140,2066,17
Rushing Yards,17,25,1122,2040,17
Rushing Yards,17,26,1108,2052,17
Rushing Yards,17,27,1107,2065,17
Rushing Yards,17,28,1105,2036,17
Rushing Yards,17,29,1080,2069,17
Rushing Yards,17,30,1077,2054,17
Rushing Yards,17,31,1076,2058,17
Rushing Yards,17,32,1073,2062,17
Rushing Yards,17,33,1068,2063,17
Rushing Yards,17,34,1064,2024,17
Rushing Yards,17,35,1049,2038,17
Rushing Yards,17,36,1030,2037,17
Rushing Yards,17,37,1030,2046,17
Rushing Yards,17,38,1021,2049,17
Rushing Yards,17,39,1000,2048,17
Rushing Yards,17,40,978,2060,17
Rushing Yards,17,41,963,2051,17
Rushing Yards,17,42,952,2061,17
Rushing Yards,17,43,948,2026,17
Rushing Yards,17,44,906,2042,17
Rushing Yards,17,45,894,2032,17
Rushing Yards,17,46,878,2044,17
Rushing Yards,17,47,849,2034,17
Rushing Yards,17,48,736,2043,17
Rushing Yards,17,49,598,2059,17
Rushing Yards Allowed,17,0,882,2031,17
Rushing Yards Allowed,17,1,901,2069,17
Rushing Yards Allowed,17,2,911,2042,17
Rushing Yards Allowed,17,3,924,2056,17
Rushing Yards Allowed,17,4,926,2055,17
Rushing Yards Allowed,17,5,943,2041,17
Rushing Yards Allowed,17,6,944,2020,17
Rushing Yards Allowed,17,7,960,2030,17
Rushing Yards Allowed,17,8,963,2053,17
Rushing Yards Allowed,17,9,986,2033,17
Rushing Yards Allowed,17,10,1007,2040,17
Rushing Yards Allowed,17,11,1013,2062,17
Rushing Yards Allowed,17,12,1030,2043,17
Rushing Yards Allowed,17,13,1032,2054,17
Rushing Yards Allowed,17,14,1040,2057,17
Rushing Yards Allowed,17,15,1063,2039,17
Rushing Yards Allowed,17,16,1065,2046,17
Rushing Yards Allowed,17,17,1068,2038,17
Rushing Yards Allowed,17,18,1070,2067,17
Rushing Yards Allowed,17,19,1076,2027,17
Rushing Yards Allowed,17,20,1079,2022,17
Rushing Yards Allowed,17,21,1080,2068,17
Rushing Yards Allowed,17,22,1081,2037,17
Rushing Yards Allowed,17,23,1084,2058,17
Rushing Yards Allowed,17,24,1088,2024,17
Rushing Yards Allowed,17,25,1097,2028,17
Rushing Yards Allowed,17,26,1101,2021,17
Rushing Yards Allowed,17,27,1103,2061,17
Rushing Yards Allowed,17,28,1121,2064,17
Rushing Yards Allowed,17,29,1128,2025,17
Rushing Yards Allowed,17,30,1145,2036,17
Rushing Yards Allowed,17,31,1158,2047,17
Rushing Yards Allowed,17,32,1193,2029,17
Rushing Yards Allowed,17,33,1195,2035,17
Rushing Yards Allowed,17,34,1207,2032,17
Rushing Yards Allowed,17,35,1210,2044,17
Rushing Yards Allowed,17,36,1249,2034,17
Rushing Yards Allowed,17,37,1257,2060,17
Rushing Yards Allowed,17,38,1266,2050,17
Rushing Yards Allowed,17,39,1268,2026,17
Rushing Yards Allowed,17,40,1273,2023,17
Rushing Yards Allowed,17,41,1290,2059,17
Rushing Yards Allowed,17,42,1291,2052,17
Rushing Yards Allowed,17,43,1301,2065,17
Rushing Yards Allowed,17,44,1303,2049,17
Rushing Yards Allowed,17,45,1315,2045,17
Rushing Yards Allowed,17,46,1380,2051,17
Rushing Yards Allowed,17,47,1380,2063,17
Rushing Yards Allowed,17,48,1438,2066,17
Rushing Yards Allowed,17,49,1465,2048,17
Total Yards,17,0,3899,2023,17
Total Yards,17,1,3828,2046,17
Total Yards,17,2,3823,2057,17
Total Yards,17,3,3801,2024,17
Total Yards,17,4,3790,2021,17
Total Yards,17,5,3763,2039,17
Total Yards,17,6,3753,2041,17
Total Yards,17,7,3745,2051,17
Total Yards,17,8,3717,2058,17
Total Yards,17,9,3696,2025,17
Total Yards,17,10,3669,2022,17
Total Yards,17,11,3662,2056,17
Total Yards,17,12,3655,2040,17
Total Yards,17,13,3648,2028,17
Total Yards,17,14,3595,2065,17
Total Yards,17,15,3581,2027,17
Total Yards,17,16,3575,2049,17
Total Yards,17,17,3538,2020,17
Total Yards,17,18,3531,2066,17
Total Yards,17,19,3525,2061,17
Total Yards,17,20,3513,2067,17
Total Yards,17,21,3511,2053,17
Total Yards,17,22,3490,2037,17
Total Yards,17,23,3480,2045,17
Total Yards,17,24,3475,2033,17
Total Yards,17,25,3463,2069,17
Total Yards,17,26,3459,2038,17
Total Yards,17,27,3447,2048,17
Total Yards,17,28,3440,2035,17
Total Yards,17,29,3421,2055,17
Total Yards,17,30,3420,2064,17
Total Yards,17,31,3416,2034,17
Total Yards,17,32,3412,2050,17
Total Yards,17,33,3394,2047,17
Total Yards,17,34,3383,2030,17
Total Yards,17,35,3370,2068,17
Total Yards,17,36,3338,2044,17
Total Yards,17,37,3320,2042,17
Total Yards,17,38,3301,2043,17
Total Yards,17,39,3296,2063,17
Total Yards,17,40,3263,2036,17
Total Yards,17,41,3240,2054,17
Total Yards,17,42,3228,2060,17
Total Yards,17,43,3227,2031,17
Total Yards,17,44,3186,2026,17
Total Yards,17,45,3118,2029,17
Total Yards,17,46,3116,2052,17
Total Yards,17,47,3028,2062,17
Total Yards,17,48,2882,2059,17
Total Yards,17,49,2799,2032,17
Total Yards Allowed,17,0,2994,2031,17
Total Yards Allowed,17,1,3028,2040,17
Total Yards Allowed,17,2,3085,2053,17
Total Yards Allowed,17,3,3140,2062,17
Total Yards Allowed,17,4,3176,2056,17
Total Yards Allowed,17,5,3176,2057,17
Total Yards Allowed,17,6,3179,2028,17
Total Yards Allowed,17,7,3195,2039,17
Total Yards Allowed,17,8,3199,2030,17
Total Yards Allowed,17,9,3206,2067,17
Total Yards Allowed,17,10,3247,2055,17
Total Yards Allowed,17,11,3277,2029,17
Total Yards Allowed,17,12,3280,2027,17
Total Yards Allowed,17,13,3288,2045,17
Total Yards Allowed,17,14,3291,2043,17
Total Yards Allowed,17,15,3292,2033,17
Total Yards Allowed,17,16,3295,2042,17
Total Yards Allowed,17,17,3315,2061,17
Total Yards Allowed,17,18,3316,2058,17
Total Yards Allowed,17,19,3324,2024,17
Total Yards Allowed,17,20,3342,2065,17
Total Yards Allowed,17,21,3345,2036,17
Total Yards Allowed,17,22,3406,2025,17
Total Yards Allowed,17,23,3417,2037,17
Total Yards Allowed,17,24,3419,2041,17
Total Yards Allowed,17,25,3435,2052,17
Total Yards Allowed,17,26,3442,2049,17
Total Yards Allowed,17,27,3471,2068,17
Total Yards Allowed,17,28,3481,2020,17
Total Yards Allowed,17,29,3491,2038,17
Total Yards Allowed,17,30,3506,2054,17
Total Yards Allowed,17,31,3508,2069,17
Total Yards Allowed,17,32,3513,2021,17
Total Yards Allowed,17,33,3519,2046,17
Total Yards Allowed,17,34,3542,2063,17
Total Yards Allowed,17,35,3556,2059,17
Total Yards Allowed,17,36,3586,2034,17
Total Yards Allowed,17,37,3610,2032,17
Total Yards Allowed,17,38,3617,2022,17
Total Yards Allowed,17,39,3647,2064,17
Total Yards Allowed,17,40,3648,2050,17
Total Yards Allowed,17,41,3649,2035,17
Total Yards Allowed,17,42,3658,2047,17
Total Yards Allowed,17,43,3675,2051,17
Total Yards Allowed,17,44,3779,2060,17
Total Yards Allowed,17,45,3826,2044,17
Total Yards Allowed,17,46,3841,2026,17
Total Yards Allowed,17,47,3876,2023,17
Total Yards Allowed,17,48,3978,2048,17
Total Yards Allowed,17,49,4026,2066,17
Pass Attempts,17,0,428,2043,17
Pass Attempts,17,1,390,2037,17
Pass Attempts,17,2,389,2034,17
Pass Attempts,17,3,388,2051,17
Pass Attempts,17,4,386,2041,17
Pass Attempts,17,5,384,2052,17
Pass Attempts,17,6,384,2069,17
Pass Attempts,17,7,382,2046,17
Pass Attempts,17,8,382,2049,17
Pass Attempts,17,9,381,2058,17
Pass Attempts,17,10,378,2042,17
Pass Attempts,17,11,377,2044,17
Pass Attempts,17,12,377,2059,17
Pass Attempts,17,13,373,2024,17
Pass Attempts,17,14,372,2039,17
Pass Attempts,17,15,372,2054,17
Pass Attempts,17,16,368,2065,17
Pass Attempts,17,17,367,2025,17
Pass Attempts,17,18,365,2032,17
Pass Attempts,17,19,365,2050,17
Pass Attempts,17,20,364,2027,17
Pass Attempts,17,21,363,2045,17
Pass Attempts,17,22,363,2063,17
Pass Attempts,17,23,362,2023,17
Pass Attempts,17,24,362,2038,17
Pass Attempts,17,25,362,2040,17
Pass Attempts,17,26,361,2056,17
Pass Attempts,17,27,361,2061,17
Pass Attempts,17,28,356,2057,17
Pass Attempts,17,29,353,2031,17
Pass Attempts,17,30,353,2055,17
Pass Attempts,17,31,351,2066,17
Pass Attempts,17,32,348,2033,17
Pass Attempts,17,33,346,2022,17
Pass Attempts,17,34,346,2036,17
Pass Attempts,17,35,346,2060,17
Pass Attempts,17,36,345,2029,17
Pass Attempts,17,37,344,2020,17
Pass Attempts,17,38,343,2026,17
Pass Attempts,17,39,343,2047,17
Pass Attempts,17,40,343,2048,17
Pass Attempts,17,41,342,2067,17
Pass Attempts,17,42,340,2028,17
Pass Attempts,17,43,340,2030,17
Pass Attempts,17,44,339,2053,17
Pass Attempts,17,45,338,2035,17
Pass Attempts,17,46,328,2021,17
Pass Attempts,17,47,328,2068,17
Pass Attempts,17,48,321,2062,17
Pass Attempts,17,49,321,2064,17
Rush Attempts,17,0,313,2028,17
Rush Attempts,17,1,311,2039,17
Rush Attempts,17,2,305,2053,17
Rush Attempts,17,3,304,2027,17
Rush Attempts,17,4,296,2057,17
Rush Attempts,17,5,296,2064,17
Rush Attempts,17,6,291,2020,17
Rush Attempts,17,7,291,2056,17
Rush Attempts,17,8,288,2033,17
Rush Attempts,17,9,287,2030,17
Rush Attempts,17,10,286,2062,17
Rush Attempts,17,11,285,2021,17
Rush Attempts,17,12,285,2055,17
Rush Attempts,17,13,280,2066,17
Rush Attempts,17,14,279,2068,17
Rush Attempts,17,15,278,2035,17
Rush Attempts,17,16,278,2050,17
Rush Attempts,17,17,275,2058,17
Rush Attempts,17,18,275,2067,17
Rush Attempts,17,19,273,2031,17
Rush Attempts,17,20,272,2040,17
Rush Attempts,17,21,271,2054,17
Rush Attempts,17,22,268,2036,17
Rush Attempts,17,23,268,2038,17
Rush Attempts,17,24,264,2025,17
Rush Attempts,17,25,261,2023,17
Rush Attempts,17,26,261,2042,17
Rush Attempts,17,27,261,2060,17
Rush Attempts,17,28,260,2029,17
Rush Attempts,17,29,260,2041,17
Rush Attempts,17,30,260,2065,17
Rush Attempts,17,31,257,2022,17
Rush Attempts,17,32,257,2047,17
Rush Attempts,17,33,256,2024,17
Rush Attempts,17,34,255,2061,17
Rush Attempts,17,35,254,2045,17
Rush Attempts,17,36,249,2044,17
Rush Attempts,17,37,248,2049,17
Rush Attempts,17,38,248,2063,17
Rush Attempts,17,39,247,2032,17
Rush Attempts,17,40,247,2048,17
Rush Attempts,17,41,246,2037,17
Rush Attempts,17,42,244,2046,17
Rush Attempts,17,43,240,2034,17
Rush Attempts,17,44,240,2052,17
Rush Attempts,17,45,236,2043,17
Rush Attempts,17,46,235,2051,17
Rush Attempts,17,47,232,2026,17
Rush Attempts,17,48,221,2069,17
Rush Attempts,17,49,206,2059,17
Points Scored,18,0,258,2062,18
Points Scored,18,1,256,2066,18
Points Scored,18,2,252,2049,18
Points Scored,18,3,251,2065,18
Points Scored,18,4,248,2028,18
Points Scored,18,5,245,2027,18
Points Scored,18,6,241,2029,18
Points Scored,18,7,238,2041,18
Points Scored,18,8,237,2024,18
Points Scored,18,9,234,2038,18
Points Scored,18,10,233,2045,18
Points Scored,18,11,231,2031,18
Points Scored,18,12,228,2030,18
Points Scored,18,13,222,2040,18
Points Scored,18,14,221,2023,18
Points Scored,18,15,219,2033,18
Points Scored,18,16,213,2035,18
Points Scored,18,17,213,2063,18
Points Scored,18,18,210,2026,18
Points Scored,18,19,210,2064,18
Points Scored,18,20,206,2046,18
Points Scored,18,21,204,2020,18
Points Scored,18,22,203,2036,18
Points Scored,18,23,203,2068,18
Points Scored,18,24,201,2067,18
Points Scored,18,25,200,2048,18
Points Scored,18,26,198,2025,18
Points Scored,18,27,198,2032,18
Points Scored,18,28,197,2021,18
Points Scored,18,29,196,2039,18
Points Scored,18,30,196,2061,18
Points Scored,18,31,191,2037,18
Points Scored,18,32,188,2047,18
Points Scored,18,33,186,2051,18
Points Scored,18,34,186,2060,18
Points Scored,18,35,185,2050,18
Points Scored,18,36,182,2022,18
Points Scored,18,37,174,2034,18
Points Scored,18,38,172,2069,18
Points Scored,18,39,166,2054,18
Points Scored,18,40,165,2052,18
Points Scored,18,41,165,2056,18
Points Scored,18,42,163,2053,18
Points Scored,18,43,160,2055,18
Points Scored,18,44,153,2059,18
Points Scored,18,45,150,2057,18
Points Scored,18,46,148,2042,18
Points Scored,18,47,140,2044,18
Points Scored,18,48,114,2043,18
Points Scored,18,49,110,2058,18
Points Allowed,18,0,145,2029,18
Points Allowed,18,1,153,2035,18
Points Allowed,18,2,153,2040,18
Points Allowed,18,3,156,2033,18
Points Allowed,18,4,161,2024,18
Points Allowed,18,5,176,2028,18
Points Allowed,18,6,178,2032,18
Points Allowed,18,7,182,2043,18
Points Allowed,18,8,183,2063,18
Points Allowed,18,9,185,2031,18
Points Allowed,18,10,186,2026,18
Points Allowed,18,11,186,2046,18
Points Allowed,18,12,188,2037,18
Points Allowed,18,13,190,2053,18
Points Allowed,18,14,191,2061,18
Points Allowed,18,15,193,2034,18
Points Allowed,18,16,193,2049,18
Points Allowed,18,17,195,2036,18
Points Allowed,18,18,195,2051,18
Points Allowed,18,19,196,2042,18
Points Allowed,18,20,198,2050,18
Points Allowed,18,21,199,2056,18
Points Allowed,18,22,201,2066,18
Points Allowed,18,23,203,2039,18
Points Allowed,18,24,203,2048,18
Points Allowed,18,25,212,2025,18
Points Allowed,18,26,212,2057,18
Points Allowed,18,27,213,2038,18
Points Allowed,18,28,213,2064,18
Points Allowed,18,29,215,2055,18
Points Allowed,18,30,215,2068,18
Points Allowed,18,31,216,2065,18
Points Allowed,18,32,218,2022,18
Points Allowed,18,33,218,2041,18
Points Allowed,18,34,220,2030,18
Points Allowed,18,35,221,2023,18
Points Allowed,18,36,224,2060,18
Points Allowed,18,37,225,2054,18
Points Allowed,18,38,226,2067,18
Points Allowed,18,39,226,2069,18
Points Allowed,18,40,227,2058,18
Points Allowed,18,41,230,2027,18
Points Allowed,18,42,230,2062,18
Points Allowed,18,43,231,2047,18
Points Allowed,18,44,233,2020,18
Points Allowed,18,45,235,2021,18
Points Allowed,18,46,235,2044,18
Points Allowed,18,47,239,2052,18
Points Allowed,18,48,240,2059,18
Points Allowed,18,49,246,2045,18
Passing Yards,18,0,2748,2062,18
Passing Yards,18,1,2702,2038,18
Passing Yards,18,2,2613,2065,18
Passing Yards,18,3,2592,2066,18
Passing Yards,18,4,2585,2064,18
Passing Yards,18,5,2577,2039,18
Passing Yards,18,6,2575,2061,18
Passing Yards,18,7,2526,2041,18
Passing Yards,18,8,2495,2048,18
Passing Yards,18,9,2445,2051,18
Passing Yards,18,10,2425,2040,18
Passing Yards,18,11,2398,2047,18
Passing Yards,18,12,2396,2063,18
Passing Yards,18,13,2388,2069,18
Passing Yards,18,14,2375,2032,18
Passing Yards,18,15,2364,2031,18
Passing Yards,18,16,2363,2037,18
Passing Yards,18,17,2356,2020,18
Passing Yards,18,18,2340,2029,18
Passing Yards,18,19,2315,2068,18
Passing Yards,18,20,2311,2027,18
Passing Yards,18,21,2310,2054,18
Passing Yards,18,22,2305,2033,18
Passing Yards,18,23,2289,2049,18
Passing Yards,18,24,2276,2035,18
Passing Yards,18,25,2239,2052,18
Passing Yards,18,26,2235,2030,18
Passing Yards,18,27,2222,2028,18
Passing Yards,18,28,2215,2026,18
Passing Yards,18,29,2212,2055,18
Passing Yards,18,30,2211,2060,18
Passing Yards,18,31,2210,2034,18
Passing Yards,18,32,2198,2067,18
Passing Yards,18,33,2195,2024,18
Passing Yards,18,34,2188,2036,18
Passing Yards,18,35,2177,2050,18
Passing Yards,18,36,2163,2025,18
Passing Yards,18,37,2120,2046,18
Passing Yards,18,38,2108,2021,18
Passing Yards,18,39,2101,2044,18
Passing Yards,18,40,2075,2053,18
Passing Yards,18,41,2026,2059,18
Passing Yards,18,42,2025,2045,18
Passing Yards,18,43,1996,2057,18
Passing Yards,18,44,1990,2022,18
Passing Yards,18,45,1973,2023,18
Passing Yards,18,46,1910,2058,18
Passing Yards,18,47,1890,2043,18
Passing Yards,18,48,1837,2042,18
Passing Yards,18,49,1740,2056,18
Passing Yards Allowed,18,0,1944,2036,18
Passing Yards Allowed,18,1,1947,2043,18
Passing Yards Allowed,18,2,2091,2052,18
Passing Yards Allowed,18,3,2098,2033,18
Passing Yards Allowed,18,4,2109,2038,18
Passing Yards Allowed,18,5,2135,2058,18
Passing Yards Allowed,18,6,2148,2035,18
Passing Yards Allowed,18,7,2173,2055,18
Passing Yards Allowed,18,8,2174,2060,18
Passing Yards Allowed,18,9,2176,2034,18
Passing Yards Allowed,18,10,2191,2024,18
Passing Yards Allowed,18,11,2191,2044,18
Passing Yards Allowed,18,12,2196,2041,18
Passing Yards Allowed,18,13,2209,2022,18
Passing Yards Allowed,18,14,2211,2037,18
Passing Yards Allowed,18,15,2212,2029,18
Passing Yards Allowed,18,16,2215,2039,18
Passing Yards Allowed,18,17,2216,2050,18
Passing Yards Allowed,18,18,2221,2053,18
Passing Yards Allowed,18,19,2226,2068,18
Passing Yards Allowed,18,20,2229,2063,18
Passing Yards Allowed,18,21,2252,2031,18
Passing Yards Allowed,18,22,2268,2048,18
Passing Yards Allowed,18,23,2273,2040,18
Passing Yards Allowed,18,24,2286,2056,18
Passing Yards Allowed,18,25,2286,2057,18
Passing Yards Allowed,18,26,2287,2069,18
Passing Yards Allowed,18,27,2316,2067,18
Passing Yards Allowed,18,28,2346,2025,18
Passing Yards Allowed,18,29,2348,2061,18
Passing Yards Allowed,18,30,2351,2032,18
Passing Yards Allowed,18,31,2357,2042,18
Passing Yards Allowed,18,32,2376,2047,18
Passing Yards Allowed,18,33,2377,2026,18
Passing Yards Allowed,18,34,2389,2049,18
Passing Yards Allowed,18,35,2403,2054,18
Passing Yards Allowed,18,36,2406,2046,18
Passing Yards Allowed,18,37,2406,2065,18
Passing Yards Allowed,18,38,2416,2045,18
Passing Yards Allowed,18,39,2417,2028,18
Passing Yards Allowed,18,40,2431,2051,18
Passing Yards Allowed,18,41,2434,2059,18
Passing Yards Allowed,18,42,2496,2066,18
Passing Yards Allowed,18,43,2500,2030,18
Passing Yards Allowed,18,44,2503,2064,18
Passing Yards Allowed,18,45,2507,2020,18
Passing Yards Allowed,18,46,2523,2027,18
Passing Yards Allowed,18,47,2609,2023,18
Passing Yards Allowed,18,48,2718,2062,18
Passing Yards Allowed,18,49,2727,2021,18
Rushing Yards,18,0,1502,2030,18
Rushing Yards,18,1,1421,2065,18
Rushing Yards,18,2,1397,2023,18
Rushing Yards,18,3,1332,2045,18
Rushing Yards,18,4,1323,2027,18
Rushing Yards,18,5,1305,2040,18
Rushing Yards,18,6,1301,2028,18
Rushing Yards,18,7,1283,2046,18
Rushing Yards,18,8,1256,2031,18
Rushing Yards,18,9,1244,2024,18
Rushing Yards,18,10,1236,2033,18
Rushing Yards,18,11,1231,2029,18
Rushing Yards,18,12,1228,2022,18
Rushing Yards,18,13,1216,2063,18
Rushing Yards,18,14,1212,2026,18
Rushing Yards,18,15,1190,2056,18
Rushing Yards,18,16,1174,2025,18
Rushing Yards,18,17,1158,2032,18
Rushing Yards,18,18,1137,2021,18
Rushing Yards,18,19,1130,2062,18
Rushing Yards,18,20,1115,2036,18
Rushing Yards,18,21,1107,2042,18
Rushing Yards,18,22,1093,2041,18
Rushing Yards,18,23,1079,2043,18
Rushing Yards,18,24,1079,2044,18
Rushing Yards,18,25,1059,2064,18
Rushing Yards,18,26,1050,2049,18
Rushing Yards,18,27,1041,2066,18
Rushing Yards,18,28,1012,2050,18
Rushing Yards,18,29,1008,2034,18
Rushing Yards,18,30,1007,2061,18
Rushing Yards,18,31,1006,2067,18
Rushing Yards,18,32,1002,2038,18
Rushing Yards,18,33,988,2048,18
Rushing Yards,18,34,980,2060,18
Rushing Yards,18,35,964,2047,18
Rushing Yards,18,36,963,2035,18
Rushing Yards,18,37,963,2069,18
Rushing Yards,18,38,958,2068,18
Rushing Yards,18,39,949,2020,18
Rushing Yards,18,40,907,2055,18
Rushing Yards,18,41,902,2037,18
Rushing Yards,18,42,891,2051,18
Rushing Yards,18,43,888,2052,18
Rushing Yards,18,44,848,2039,18
Rushing Yards,18,45,831,2059,18
Rushing Yards,18,46,821,2057,18
Rushing Yards,18,47,776,2058,18
Rushing Yards,18,48,751,2054,18
Rushing Yards,18,49,725,2053,18
Rushing Yards Allowed,18,0,843,2054,18
Rushing Yards Allowed,18,1,913,2023,18
Rushing Yards Allowed,18,2,916,2028,18
Rushing Yards Allowed,18,3,946,2020,18
Rushing Yards Allowed,18,4,947,2026,18
Rushing Yards Allowed,18,5,960,2033,18
Rushing Yards Allowed,18,6,961,2065,18
Rushing Yards Allowed,18,7,976,2050,18
Rushing Yards Allowed,18,8,981,2052,18
Rushing Yards Allowed,18,9,983,2040,18
Rushing Yards Allowed,18,10,997,2021,18
Rushing Yards Allowed,18,11,1000,2042,18
Rushing Yards Allowed,18,12,1005,2053,18
Rushing Yards Allowed,18,13,1011,2035,18
Rushing Yards Allowed,18,14,1049,2046,18
Rushing Yards Allowed,18,15,1055,2047,18
Rushing Yards Allowed,18,16,1062,2055,18
Rushing Yards Allowed,18,17,1063,2032,18
Rushing Yards Allowed,18,18,1064,2066,18
Rushing Yards Allowed,18,19,1068,2041,18
Rushing Yards Allowed,18,20,1086,2031,18
Rushing Yards Allowed,18,21,1092,2051,18
Rushing Yards Allowed,18,22,1098,2039,18
Rushing Yards Allowed,18,23,1100,2022,18
Rushing Yards Allowed,18,24,1106,2056,18
Rushing Yards Allowed,18,25,1124,2024,18
Rushing Yards Allowed,18,26,1128,2029,18
Rushing Yards Allowed,18,27,1132,2069,18
Rushing Yards Allowed,18,28,1145,2036,18
Rushing Yards Allowed,18,29,1149,2044,18
Rushing Yards Allowed,18,30,1155,2049,18
Rushing Yards Allowed,18,31,1156,2062,18
Rushing Yards Allowed,18,32,1157,2030,18
Rushing Yards Allowed,18,33,1164,2043,18
Rushing Yards Allowed,18,34,1173,2063,18
Rushing Yards Allowed,18,35,1183,2048,18
Rushing Yards Allowed,18,36,1226,2068,18
Rushing Yards Allowed,18,37,1228,2038,18
Rushing Yards Allowed,18,38,1248,2045,18
Rushing Yards Allowed,18,39,1255,2064,18
Rushing Yards Allowed,18,40,1258,2027,18
Rushing Yards Allowed,18,41,1290,2025,18
Rushing Yards Allowed,18,42,1298,2060,18
Rushing Yards Allowed,18,43,1321,2058,18
Rushing Yards Allowed,18,44,1330,2034,18
Rushing Yards Allowed,18,45,1352,2037,18
Rushing Yards Allowed,18,46,1358,2061,18
Rushing Yards Allowed,18,47,1361,2057,18
Rushing Yards Allowed,18,48,1382,2059,18
Rushing Yards Allowed,18,49,1408,2067,18
Total Yards,18,0,4035,2065,18
Total Yards,18,1,3878,2062,18
Total Yards,18,2,3738,2030,18
Total Yards,18,3,3730,2040,18
Total Yards,18,4,3705,2038,18
Total Yards,18,5,3644,2064,18
Total Yards,18,6,3635,2027,18
Total Yards,18,7,3633,2066,18
